,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,0.00017908297013491392,3.0,0.0,0.1,300
1,1,0.02754162496421486,4.0,2.0,0.1,300
2,2,0.02757458295673132,5.0,4.0,0.1,300
3,3,0.02764274994842708,5.0,5.0,0.1,300
4,4,0.027667833026498556,5.0,6.0,0.1,300
5,5,0.02768995799124241,5.0,7.0,0.1,300
6,6,0.0277149579487741,6.0,9.0,0.1,300
7,7,0.02773695799987763,6.0,10.0,0.1,300
8,8,0.027758499956689775,6.0,11.0,0.1,300
9,9,0.027786958031356335,7.0,13.0,0.1,300
10,10,0.02781008300371468,7.0,14.0,0.1,300
11,11,0.02783270797226578,7.0,15.0,0.1,300
12,12,0.02785866695921868,7.0,16.0,0.1,300
13,13,0.02788262499962002,7.0,17.0,0.1,300
14,14,0.027911375043913722,8.0,19.0,0.1,300
15,15,0.02794045803602785,9.0,21.0,0.1,300
16,16,0.02796416694764048,9.0,22.0,0.1,300
17,17,0.027988624991849065,9.0,23.0,0.1,300
18,18,0.028021916979923844,10.0,25.0,0.1,300
19,19,0.028046917053870857,10.0,26.0,0.1,300
20,20,0.028071583015844226,10.0,27.0,0.1,300
21,21,0.028096375055611134,10.0,28.0,0.1,300
22,22,0.02812324999831617,10.0,29.0,0.1,300
23,23,0.028148208046332,10.0,30.0,0.1,300
24,24,0.028173457947559655,10.0,31.0,0.1,300
25,25,0.02819958294276148,10.0,32.0,0.1,300
26,26,0.028225583024322987,10.0,33.0,0.1,300
27,27,0.028251708019524813,10.0,34.0,0.1,300
28,28,0.02828095795121044,10.0,35.0,0.1,300
29,29,0.028307999949902296,10.0,36.0,0.1,300
30,30,0.02833445800933987,10.0,37.0,0.1,300
31,31,0.028361542033962905,10.0,38.0,0.1,300
32,32,0.028391583007760346,10.0,39.0,0.1,300
33,33,0.028421708033420146,10.0,40.0,0.1,300
34,34,0.02845008298754692,10.0,41.0,0.1,300
35,35,0.02847787505015731,10.0,42.0,0.1,300
36,36,0.02850616700015962,10.0,43.0,0.1,300
37,37,0.028535749996080995,10.0,44.0,0.1,300
38,38,0.02856458304449916,10.0,45.0,0.1,300
39,39,0.028593374998308718,10.0,46.0,0.1,300
40,40,0.028624249971471727,10.0,47.0,0.1,300
41,41,0.028654125053435564,10.0,48.0,0.1,300
42,42,0.028683749958872795,10.0,49.0,0.1,300
43,43,0.028713249950669706,10.0,50.0,0.1,300
44,44,0.028743374976329505,10.0,51.0,0.1,300
45,45,0.0287732919678092,10.0,52.0,0.1,300
46,46,0.028804625035263598,10.0,53.0,0.1,300
47,47,0.02883587498217821,10.0,54.0,0.1,300
48,48,0.028866832959465683,10.0,55.0,0.1,300
49,49,0.028899583034217358,10.0,56.0,0.1,300
50,50,0.028933458030223846,10.0,57.0,0.1,300
51,51,0.028965416946448386,10.0,58.0,0.1,300
52,52,0.028997124987654388,10.0,59.0,0.1,300
53,53,0.029031874961219728,10.0,60.0,0.1,300
54,54,0.02906745800282806,10.0,61.0,0.1,300
55,55,0.02910058305133134,10.0,62.0,0.1,300
56,56,0.029133792035281658,10.0,63.0,0.1,300
57,57,0.02917158300988376,10.0,64.0,0.1,300
58,58,0.02920608303975314,10.0,65.0,0.1,300
59,59,0.0292395829455927,10.0,66.0,0.1,300
60,60,0.029272875050082803,10.0,67.0,0.1,300
61,61,0.02930662501603365,10.0,68.0,0.1,300
62,62,0.02934224996715784,10.0,69.0,0.1,300
63,63,0.02937704196665436,10.0,70.0,0.1,300
64,64,0.029412291944026947,10.0,71.0,0.1,300
65,65,0.029448249959386885,10.0,72.0,0.1,300
66,66,0.029483624966815114,10.0,73.0,0.1,300
67,67,0.029518999974243343,10.0,74.0,0.1,300
68,68,0.029555208049714565,10.0,75.0,0.1,300
69,69,0.029590917052701116,10.0,76.0,0.1,300
70,70,0.02962675003800541,10.0,77.0,0.1,300
71,71,0.02966362505685538,10.0,78.0,0.1,300
72,72,0.029700499959290028,10.0,79.0,0.1,300
73,73,0.029737249948084354,10.0,80.0,0.1,300
74,74,0.029774166992865503,10.0,81.0,0.1,300
75,75,0.02981166704557836,10.0,82.0,0.1,300
76,76,0.029849500046111643,10.0,83.0,0.1,300
77,77,0.02988862502388656,10.0,84.0,0.1,300
78,78,0.02992683299817145,10.0,85.0,0.1,300
79,79,0.02996491699013859,10.0,86.0,0.1,300
80,80,0.030003749998286366,10.0,87.0,0.1,300
81,81,0.030042583006434143,10.0,88.0,0.1,300
82,82,0.030081833014264703,10.0,89.0,0.1,300
83,83,0.03012087498791516,10.0,90.0,0.1,300
84,84,0.03016025002580136,10.0,91.0,0.1,300
85,85,0.030199749977327883,10.0,92.0,0.1,300
86,86,0.030239582993090153,10.0,93.0,0.1,300
87,87,0.030279916943982244,10.0,94.0,0.1,300
88,88,0.030320374993607402,10.0,95.0,0.1,300
89,89,0.030361208016984165,10.0,96.0,0.1,300
90,90,0.03040233300998807,10.0,97.0,0.1,300
91,91,0.030443500028923154,10.0,98.0,0.1,300
92,92,0.03048458299599588,10.0,99.0,0.1,300
93,93,0.03305133304093033,10.0,100.0,0.1,300
94,94,0.033109124982729554,10.0,101.0,0.1,300
95,95,0.033155082957819104,10.0,102.0,0.1,300
96,96,0.03320508298929781,10.0,103.0,0.1,300
97,97,0.03325075004249811,10.0,104.0,0.1,300
98,98,0.03329441696405411,10.0,105.0,0.1,300
99,99,0.03333837504032999,10.0,106.0,0.1,300
100,100,0.033382375026121736,10.0,107.0,0.1,300
101,101,0.033426249981857836,10.0,108.0,0.1,300
102,102,0.033470166963525116,10.0,109.0,0.1,300
103,103,0.0335142919793725,10.0,110.0,0.1,300
104,104,0.03355833294335753,10.0,111.0,0.1,300
105,105,0.033602708019316196,10.0,112.0,0.1,300
106,106,0.03364775003865361,10.0,113.0,0.1,300
107,107,0.03369279205799103,10.0,114.0,0.1,300
108,108,0.03373758296947926,10.0,115.0,0.1,300
109,109,0.03378529194742441,10.0,116.0,0.1,300
110,110,0.033831333043053746,10.0,117.0,0.1,300
111,111,0.03387716703582555,10.0,118.0,0.1,300
112,112,0.033923499984666705,10.0,119.0,0.1,300
113,113,0.03396979195531458,10.0,120.0,0.1,300
114,114,0.03401666705030948,10.0,121.0,0.1,300
115,115,0.03406424995046109,10.0,122.0,0.1,300
116,116,0.034111374989151955,10.0,123.0,0.1,300
117,117,0.03415874997153878,10.0,124.0,0.1,300
118,118,0.034206375014036894,10.0,125.0,0.1,300
119,119,0.034254000056535006,10.0,126.0,0.1,300
120,120,0.034302207990549505,10.0,127.0,0.1,300
121,121,0.0343502500327304,10.0,128.0,0.1,300
122,122,0.03439891699235886,10.0,129.0,0.1,300
123,123,0.03444791701622307,10.0,130.0,0.1,300
124,124,0.034497583052143455,10.0,131.0,0.1,300
125,125,0.034546916955150664,10.0,132.0,0.1,300
126,126,0.034595874953083694,10.0,133.0,0.1,300
127,127,0.034645000007003546,10.0,134.0,0.1,300
128,128,0.034694917034357786,10.0,135.0,0.1,300
129,129,0.03474716702476144,10.0,136.0,0.1,300
130,130,0.03479770803824067,10.0,137.0,0.1,300
131,131,0.03484866698272526,10.0,138.0,0.1,300
132,132,0.034900167025625706,10.0,139.0,0.1,300
133,133,0.03495150001253933,10.0,140.0,0.1,300
134,134,0.035002792021259665,10.0,141.0,0.1,300
135,135,0.03505408298224211,10.0,142.0,0.1,300
136,136,0.035106042050756514,10.0,143.0,0.1,300
137,137,0.035158292041160166,10.0,144.0,0.1,300
138,138,0.03521079197525978,10.0,145.0,0.1,300
139,139,0.03526549995876849,10.0,146.0,0.1,300
140,140,0.035319500020705163,10.0,147.0,0.1,300
141,141,0.03537283302284777,10.0,148.0,0.1,300
142,142,0.03542645799461752,10.0,149.0,0.1,300
143,143,0.035479582962580025,10.0,150.0,0.1,300
144,144,0.0355333749903366,10.0,151.0,0.1,300
145,145,0.03558687504846603,10.0,152.0,0.1,300
146,146,0.035641000024043024,10.0,153.0,0.1,300
147,147,0.03569541696924716,10.0,154.0,0.1,300
148,148,0.03575016697868705,10.0,155.0,0.1,300
149,149,0.035805625026114285,10.0,156.0,0.1,300
150,150,0.03586099995300174,10.0,157.0,0.1,300
151,151,0.03591687500011176,10.0,158.0,0.1,300
152,152,0.035973125020973384,10.0,159.0,0.1,300
153,153,0.03602904197759926,10.0,160.0,0.1,300
154,154,0.036084917024709284,10.0,161.0,0.1,300
155,155,0.03614129195921123,10.0,162.0,0.1,300
